id_data,id_transaksi,item,tanggal
1760,T000009,CAMPUR,5/9/2020
1761,T000009,CARLIN,5/9/2020
1762,T000009,CARTER,5/9/2020
1763,T000009,C & C,5/9/2020
1764,T000009,CHOCOLATE,5/9/2020
1765,T000009,CHRISTA,5/9/2020
1766,T000009,CICI CACA,5/9/2020
1767,T000009,CITRA AGUNG,5/9/2020
1768,T000009,C & J,5/9/2020
1769,T000009,CJ97,5/9/2020
1770,T000009,COLLA BEAR,5/9/2020
1771,T000009,CONLIA,5/9/2020
1772,T000009,CONOVA,5/9/2020
1773,T000009,COTTON BAY,5/9/2020
1774,T000009,COUNTRI DOY,5/9/2020
1775,T000009,CR 8,5/9/2020
1776,T000009,CREATIVE ING,5/9/2020
1777,T000009,CRV,5/9/2020
1778,T000009,DALTON,5/9/2020
1779,T000009,DANCUS,5/9/2020
1780,T000009,DAXIA,5/9/2020
1781,T000009,DAXICLAVE,5/9/2020
1782,T000009,D & C,5/9/2020
1783,T000009,DCB,5/9/2020
1784,T000009,DINU,5/9/2020
1785,T000009,DIVES,5/9/2020
1786,T000009,DJ KIDS,5/9/2020
1787,T000009,DOMINO,5/9/2020
1788,T000009,D ONE,5/9/2020
1789,T000009,DRAKAR,5/9/2020
1790,T000009,D & S,5/9/2020
1791,T000009,D&S,5/9/2020
1792,T000009,DTC,5/9/2020
1793,T000009,DUCHIES,5/9/2020
1794,T000009,EDIBLE CRAB,5/9/2020
1795,T000009,ELNIA,5/9/2020
1796,T000009,EVO,5/9/2020
1797,T000009,EXPLOSION,5/9/2020
1798,T000009,EXXE,5/9/2020
1799,T000009,FAALKA,5/9/2020
1800,T000009,FACHAI,5/9/2020
1801,T000009,FASEN,5/9/2020
1802,T000009,FASEN,5/9/2020
1803,T000009,FILI MILI,5/9/2020
1804,T000009,F ONE,5/9/2020
1805,T000009,GEN LUIS,5/9/2020
1806,T000009,GLORY,5/9/2020
1807,T000009,GOLDEN NICK,5/9/2020
1808,T000009,GREAT MALE,5/9/2020
1809,T000009,GT MAN,5/9/2020
1810,T000009,GUPA,5/9/2020
1811,T000009,HAMSTER,5/9/2020
1812,T000009,HERRA,5/9/2020
1813,T000009,HERSEASON,5/9/2020
1814,T000009,HING S,5/9/2020
1815,T000009,HJ,5/9/2020
1816,T000009,HMV,5/9/2020
1817,T000009,HOK HU,5/9/2020
1818,T000009,HONGKONG,5/9/2020
1819,T000009,HORE PINGOO,5/9/2020
1820,T000009,HU 68,5/9/2020
1821,T000009,IGNITE,5/9/2020
1822,T000009,ILUHFA,5/9/2020
1823,T000009,IMPORT,5/9/2020
1824,T000009,INCOME,5/9/2020
1825,T000009,IN GLAD,5/9/2020
1826,T000009,INSPORT,5/9/2020
1827,T000009,INTRICT,5/9/2020
1828,T000009,INVITE,5/9/2020
1829,T000009,IRLIE,5/9/2020
1830,T000009,ISBATH,5/9/2020
1831,T000009,IVORY,5/9/2020
1832,T000009,JINGLE,5/9/2020
1833,T000009,JOEYI,5/9/2020
1834,T000009,JOHNSONS,5/9/2020
1835,T000009,JONEAA,5/9/2020
1836,T000009,JUFITA,5/9/2020
1837,T000009,JUNYIP,5/9/2020
1838,T000009,JUSTIN KIDS,5/9/2020
1839,T000009,KALYA,5/9/2020
1840,T000009,KANTONG BELANJA,5/9/2020
1841,T000009,KATL,5/9/2020
1842,T000009,KENCANA UNGU,5/9/2020
1843,T000009,KENDY,5/9/2020
1844,T000009,KERTAS REGISTER,5/9/2020
1845,T000009,KIDDO,5/9/2020
1846,T000009,KIDO,5/9/2020
1847,T000009,KIKI LILI,5/9/2020
1848,T000009,KUKU DUCK,5/9/2020
1849,T000009,LEEKEP,5/9/2020
1850,T000009,LEMON,5/9/2020
1851,T000009,LENGKONG,5/9/2020
1852,T000009,LEXI,5/9/2020
1853,T000009,LEXI KIDS,5/9/2020
1854,T000009,LF ALFINA,5/9/2020
1855,T000009,LIASON,5/9/2020
1856,T000009,LIESUN,5/9/2020
1857,T000009,LION,5/9/2020
1858,T000009,LIS,5/9/2020
1859,T000009,LITTLE LAMB,5/9/2020
1860,T000009,LOGIM,5/9/2020
1861,T000009,LOLYPOP,5/9/2020
1862,T000009,LUSTY BUNNY,5/9/2020
1863,T000009,LYDYLY,5/9/2020
1864,T000009,M231,5/9/2020
1865,T000009,M33,5/9/2020
1866,T000009,MAMBO,5/9/2020
1867,T000009,MAMIMU,5/9/2020
1868,T000009,MAMMON,5/9/2020
1869,T000009,M&B,5/9/2020
1870,T000009,MEILY,5/9/2020
1871,T000009,MEISYI,5/9/2020
1872,T000009,MERAH PUTIH,5/9/2020
1873,T000009,MICHELLA,5/9/2020
1874,T000009,MIKHA,5/9/2020
1875,T000009,MOMGIFT,5/9/2020
1876,T000009,MOON GIRL,5/9/2020
1877,T000009,MORADEZ,5/9/2020
1878,T000009,MORATTA,5/9/2020
1879,T000009,MRS CHOCOLATE,5/9/2020
1880,T000009,M ZONE,5/9/2020
1881,T000009,NATHANIAH,5/9/2020
1882,T000009,NAVARO,5/9/2020
1883,T000009,NEW B,5/9/2020
1884,T000009,NITA,5/9/2020
1885,T000009,NOW,5/9/2020
1886,T000009,OCEAN,5/9/2020
1887,T000009,OKIYO,5/9/2020
1888,T000009,OPTION,5/9/2020
1889,T000009,OUTCLASS,5/9/2020
1890,T000009,OZONELINE,5/9/2020
1891,T000009,PAPA JEANS,5/9/2020
1892,T000009,PAPANDA,5/9/2020
1893,T000009,PASSHOP,5/9/2020
1894,T000009,PAXTON,5/9/2020
1895,T000009,PIERE NADIN,5/9/2020
1896,T000009,PIGANO,5/9/2020
1897,T000009,PINSON,5/9/2020
1898,T000009,PLAYBOYS,5/9/2020
1899,T000009,PLAY HOUS CLUB,5/9/2020
1900,T000009,POLAR,5/9/2020
1901,T000009,PUBLIC,5/9/2020
1902,T000009,PUMPKIN,5/9/2020
1903,T000009,QA,5/9/2020
1904,T000009,QUEEN,5/9/2020
1905,T000009,RECOMENT,5/9/2020
1906,T000009,REDZONE,5/9/2020
1907,T000009,RELVIN,5/9/2020
1908,T000009,RIA BATIK,5/9/2020
1909,T000009,RIA JAYA,5/9/2020
1910,T000009,RIDER,5/9/2020
1911,T000009,RIVENDELL,5/9/2020
1912,T000009,ROXELD,5/9/2020
1913,T000009,RUN AWAY,5/9/2020
1914,T000009,SCELTA,5/9/2020
1915,T000009,SEASON,5/9/2020
1916,T000009,SELICA,5/9/2020
1917,T000009,SEM,5/9/2020
1918,T000009,SENKONG,5/9/2020
1919,T000009,SHAKIRA,5/9/2020
1920,T000009,SHIRTOLOGY,5/9/2020
1921,T000009,SIAUSAN,5/9/2020
1922,T000009,SILKY,5/9/2020
1923,T000009,SINAR MAKMUR,5/9/2020
1924,T000009,SINFUNG,5/9/2020
1925,T000009,SINTA THALIA,5/9/2020
1926,T000009,SKYGEN,5/9/2020
1927,T000009,SOREX,5/9/2020
1928,T000009,SP,5/9/2020
1929,T000009,SPORT,5/9/2020
1930,T000009,SPORT KID,5/9/2020
1931,T000009,SUMBER MAS,5/9/2020
1932,T000009,SUN CITY,5/9/2020
1933,T000009,SUN SHINE,5/9/2020
1934,T000009,SUPER KIDZ,5/9/2020
1935,T000009,SYAHRIL RUSLI,5/9/2020
1936,T000009,SYL,5/9/2020
1937,T000009,TAFT KIDS,5/9/2020
1938,T000009,TARA,5/9/2020
1939,T000009,THATYA ,5/9/2020
1940,T000009,THREE,5/9/2020
1941,T000009,TIC TAC,5/9/2020
1942,T000009,TIVOS,5/9/2020
1943,T000009,TOP FASHION,5/9/2020
1944,T000009,TRIBUTE,5/9/2020
1945,T000009,TRIPLE M,5/9/2020
1946,T000009,TWO JUMBO,5/9/2020
1947,T000009,UIS,5/9/2020
1948,T000009,UL KIDS,5/9/2020
1949,T000009,UMAMA,5/9/2020
1950,T000009,U RIGHT,5/9/2020
1951,T000009,VAVA,5/9/2020
1952,T000009,VENESSA,5/9/2020
1953,T000009,VENNY,5/9/2020
1954,T000009,VIRON,5/9/2020
1955,T000009,W2000,5/9/2020
1956,T000009,WENDY,5/9/2020
1957,T000009,WINPU,5/9/2020
1958,T000009,WINS COLLECTION,5/9/2020
1959,T000009,WINTOP,5/9/2020
1960,T000009,WONKA,5/9/2020
1961,T000009,XING FU NIAO,5/9/2020
1962,T000009,X SOUL,5/9/2020
1963,T000009,YALE,5/9/2020
1964,T000009,YOUR BEST,5/9/2020
1965,T000009,YS,5/9/2020
1966,T000009,YUTIND,5/9/2020
1967,T000009,ZABRAN,5/9/2020
1968,T000009,ZAYNA,5/9/2020
1969,T000009,ZAZA,5/9/2020
1970,T000009,ZUCCHINI,5/9/2020
1971,T000010,3 PANK,5/10/2020
1972,T000010,ADEEVHA,5/10/2020
1973,T000010,ADIYAT,5/10/2020
1974,T000010,AG,5/10/2020
1975,T000010,AGAPE 88,5/10/2020
1976,T000010,AGREE,5/10/2020
1977,T000010,AGREE KIDS,5/10/2020
1978,T000010,AKBAR,5/10/2020
1979,T000010,ALENA,5/10/2020
1980,T000010,ALFA,5/10/2020
1981,T000010,ALFINA,5/10/2020
1982,T000010,ALGIM,5/10/2020
1983,T000010,AL HUDA,5/10/2020
1984,T000010,ALISAN,5/10/2020
1985,T000010,ALKALINE,5/10/2020
1986,T000010,AL LUTHFI,5/10/2020
1987,T000010,ANDREAN,5/10/2020
1988,T000010,APOLLO,5/10/2020
1989,T000010,AS SYAFIQ,5/10/2020
1990,T000010,AYURA,5/10/2020
1991,T000010,AZARA,5/10/2020
1992,T000010,BABY BABY,5/10/2020
1993,T000010,BABY SAFE ,5/10/2020
1994,T000010,BANKERS,5/10/2020
1995,T000010,BASTOH,5/10/2020
1996,T000010,BELLE,5/10/2020
1997,T000010,BENEVIS,5/10/2020
1998,T000010,BINA KIDS,5/10/2020
1999,T000010,BLACKLINE,5/10/2020
2000,T000010,BLESSING,5/10/2020
2001,T000010,BOB BILL,5/10/2020
2002,T000010,BOMAN,5/10/2020
2003,T000010,BOMBI,5/10/2020
2004,T000010,BOM KIDS,5/10/2020
2005,T000010,BOSHA,5/10/2020
2006,T000010,CAMOMILE,5/10/2020
2007,T000010,CAMPUR,5/10/2020
2008,T000010,CAMUS,5/10/2020
2009,T000010,CARDOVA,5/10/2020
2010,T000010,CARLIN,5/10/2020
2011,T000010,CARTER,5/10/2020
2012,T000010,C & C,5/10/2020
2013,T000010,CELLO KIDS,5/10/2020
2014,T000010,CENELEA,5/10/2020
2015,T000010,CHEKIDDO,5/10/2020
2016,T000010,CHOCOLATE,5/10/2020
2017,T000010,CHRISTA,5/10/2020
2018,T000010,CICI CACA,5/10/2020
2019,T000010,CINUKI,5/10/2020
2020,T000010,CITRA AGUNG,5/10/2020
2021,T000010,C & J,5/10/2020
2022,T000010,CJ97,5/10/2020
2023,T000010,COLLA BEAR,5/10/2020
2024,T000010,CONLIA,5/10/2020
2025,T000010,CONOVA,5/10/2020
2026,T000010,COTTON BAY,5/10/2020
2027,T000010,COUNTRI DOY,5/10/2020
2028,T000010,CR 8,5/10/2020
2029,T000010,CREATIVE ING,5/10/2020
2030,T000010,CROWNMAS,5/10/2020
2031,T000010,CRV,5/10/2020
2032,T000010,DALTON,5/10/2020
2033,T000010,DANCUS,5/10/2020
2034,T000010,DARBEES,5/10/2020
2035,T000010,DAVICI,5/10/2020
2036,T000010,DAXIA,5/10/2020
2037,T000010,DAXICLAVE,5/10/2020
2038,T000010,D & C,5/10/2020
2039,T000010,DCB,5/10/2020
2040,T000010,DIANA,5/10/2020
2041,T000010,DIVES,5/10/2020
2042,T000010,DIXON,5/10/2020
2043,T000010,DJ KIDS,5/10/2020
2044,T000010,DJ ONE,5/10/2020
2045,T000010,DODO,5/10/2020
2046,T000010,DOMINO,5/10/2020
2047,T000010,D ONE,5/10/2020
2048,T000010,DOP 69,5/10/2020
2049,T000010,DRAKAR,5/10/2020
2050,T000010,D & S,5/10/2020
2051,T000010,DTC,5/10/2020
2052,T000010,DUCHIES,5/10/2020
2053,T000010,DVL,5/10/2020
2054,T000010,EDIBLE CRAB,5/10/2020
2055,T000010,ELNIA,5/10/2020
2056,T000010,ENDLESS,5/10/2020
2057,T000010,EVO,5/10/2020
2058,T000010,EXPLOSION,5/10/2020
2059,T000010,EXPLOSION,5/10/2020
2060,T000010,FAALKA,5/10/2020
2061,T000010,FACHAI,5/10/2020
2062,T000010,FANCY,5/10/2020
2063,T000010,FASEN,5/10/2020
2064,T000010,FASEN,5/10/2020
2065,T000010,FILI MILI,5/10/2020
2066,T000010,F ONE,5/10/2020
2067,T000010,FUNKZEN,5/10/2020
2068,T000010,GELSI,5/10/2020
2069,T000010,GEN LUIS,5/10/2020
2070,T000010,GLORY,5/10/2020
2071,T000010,GOLDEN NICK,5/10/2020
2072,T000010,G PAPER,5/10/2020
2073,T000010,GT MAN,5/10/2020
2074,T000010,GUPA,5/10/2020
2075,T000010,HAMSTER,5/10/2020
2076,T000010,HANS HENG,5/10/2020
2077,T000010,HARDY KIDS,5/10/2020
2078,T000010,HERRA,5/10/2020
2079,T000010,HERSEASON,5/10/2020
2080,T000010,HING S,5/10/2020
2081,T000010,HJ,5/10/2020
2082,T000010,HMV,5/10/2020
2083,T000010,HOK HU,5/10/2020
2084,T000010,HONGKONG,5/10/2020
2085,T000010,HORE PINGOO,5/10/2020
2086,T000010,HTE,5/10/2020
2087,T000010,HU 68,5/10/2020
2088,T000010,IGNITE,5/10/2020
2089,T000010,ILUHFA,5/10/2020
2090,T000010,IMPORT,5/10/2020
2091,T000010,INCOME,5/10/2020
2092,T000010,IN GLAD,5/10/2020
2093,T000010,INSPORT,5/10/2020
2094,T000010,INTRICT,5/10/2020
2095,T000010,INVITE,5/10/2020
2096,T000010,ISBATH,5/10/2020
2097,T000010,ISINI,5/10/2020
2098,T000010,IVORY,5/10/2020
2099,T000010,JAMILA S,5/10/2020
2100,T000010,JHONY,5/10/2020
2101,T000010,JINGLE,5/10/2020
2102,T000010,JONEA,5/10/2020
2103,T000010,JONEAA,5/10/2020
2104,T000010,JONI & JIM,5/10/2020
2105,T000010,JUFITA,5/10/2020
2106,T000010,JUNYIP,5/10/2020
2107,T000010,JUSTIN KIDS,5/10/2020
2108,T000010,KALYA,5/10/2020
2109,T000010,KANTONG BELANJA,5/10/2020
2110,T000010,KATL,5/10/2020
2111,T000010,KENDY,5/10/2020
2112,T000010,KENTRIDGE,5/10/2020
2113,T000010,KERTAS REGISTER,5/10/2020
2114,T000010,KIDO,5/10/2020
2115,T000010,KIKI LILI,5/10/2020
2116,T000010,LEEKEP,5/10/2020
2117,T000010,LEMON,5/10/2020
2118,T000010,LENGKONG,5/10/2020
2119,T000010,LEXI,5/10/2020
2120,T000010,LEXI KIDS,5/10/2020
2121,T000010,LF ALFINA,5/10/2020
2122,T000010,LIASON,5/10/2020
2123,T000010,LIESUN,5/10/2020
2124,T000010,LIN,5/10/2020
2125,T000010,LION,5/10/2020
2126,T000010,LIS,5/10/2020
2127,T000010,LOGIM,5/10/2020
2128,T000010,LOLYPOP,5/10/2020
2129,T000010,LOVELY TERRY,5/10/2020
2130,T000010,LUSTY BUNNY,5/10/2020
2131,T000010,LYDYLY,5/10/2020
2132,T000010,M231,5/10/2020
2133,T000010,M33,5/10/2020
2134,T000010,MAMBO,5/10/2020
2135,T000010,MAMMON,5/10/2020
2136,T000010,MANGGA,5/10/2020
2137,T000010,M&B,5/10/2020
2138,T000010,MEILY,5/10/2020
2139,T000010,MICHELLA,5/10/2020
2140,T000010,MIKA MORA,5/10/2020
2141,T000010,MIKHA,5/10/2020
2142,T000010,MIR,5/10/2020
2143,T000010,MOMGIFT,5/10/2020
2144,T000010,MOON GIRL,5/10/2020
2145,T000010,MORADEZ,5/10/2020
2146,T000010,MORATTA,5/10/2020
2147,T000010,MRS CHOCOLATE,5/10/2020
2148,T000010,M ZONE,5/10/2020
2149,T000010,NATHANIAH,5/10/2020
2150,T000010,NAVARO,5/10/2020
2151,T000010,NEW B,5/10/2020
2152,T000010,NITA,5/10/2020
2153,T000010,NOW,5/10/2020
2154,T000010,OCEAN,5/10/2020
2155,T000010,OKIYO,5/10/2020
2156,T000010,OPTION,5/10/2020
2157,T000010,ORO BELLO,5/10/2020
2158,T000010,OUTCLASS,5/10/2020
2159,T000010,OZONELINE,5/10/2020
2160,T000010,PANDA,5/10/2020
2161,T000010,PAPA JEANS,5/10/2020
2162,T000010,PASSHOP,5/10/2020
2163,T000010,PAXTON,5/10/2020
2164,T000010,PIERE NADIN,5/10/2020
2165,T000010,PIGANO,5/10/2020
2166,T000010,PINSON,5/10/2020
2167,T000010,PITA REGISTER,5/10/2020
2168,T000010,PLAY HOUS CLUB,5/10/2020
2169,T000010,POLAR,5/10/2020
2170,T000010,PUBLIC,5/10/2020
2171,T000010,PUMPKIN,5/10/2020
2172,T000010,PUTRI,5/10/2020
2173,T000010,QA,5/10/2020
2174,T000010,QUEEN,5/10/2020
2175,T000010,RECOMENT,5/10/2020
2176,T000010,REDZONE,5/10/2020
2177,T000010,RELVIN,5/10/2020
2178,T000010,RIA JAYA,5/10/2020
2179,T000010,RIDER,5/10/2020
2180,T000010,RIVENDELL,5/10/2020
2181,T000010,ROCKET,5/10/2020
2182,T000010,ROXELD,5/10/2020
2183,T000010,RUN AWAY,5/10/2020
2184,T000010,SCELTA,5/10/2020
2185,T000010,SEASON,5/10/2020
2186,T000010,SELICA,5/10/2020
2187,T000010,SEM,5/10/2020
2188,T000010,SENKONG,5/10/2020
2189,T000010,S FIX,5/10/2020
2190,T000010,S FIX ROLIE,5/10/2020
2191,T000010,SHAKIRA,5/10/2020
2192,T000010,SHIRTOLOGY,5/10/2020
2193,T000010,SIAUSAN,5/10/2020
2194,T000010,SIBULAT,5/10/2020
2195,T000010,SIGNARICA,5/10/2020
2196,T000010,SILKY,5/10/2020
2197,T000010,SINAR MAKMUR,5/10/2020
2198,T000010,SINFUNG,5/10/2020
2199,T000010,SINGHO,5/10/2020
2200,T000010,SINTA THALIA,5/10/2020
2201,T000010,SKYGEN,5/10/2020
2202,T000010,SMART BABY,5/10/2020
2203,T000010,SOREX,5/10/2020
2204,T000010,SPORT,5/10/2020
2205,T000010,SPORT KID,5/10/2020
2206,T000010,STABLE,5/10/2020
2207,T000010,STARWAY,5/10/2020
2208,T000010,SUMBER MAS,5/10/2020
2209,T000010,SUN CITY,5/10/2020
2210,T000010,SUPER KIDZ,5/10/2020
2211,T000010,SYAHRIL RUSLI,5/10/2020
2212,T000010,SYL,5/10/2020
2213,T000010,TAFT KIDS,5/10/2020
2214,T000010,THATYA ,5/10/2020
2215,T000010,THREE,5/10/2020
2216,T000010,TIC TAC,5/10/2020
2217,T000010,TRIBUTE,5/10/2020
2218,T000010,TRIPLE M,5/10/2020
2219,T000010,TWO JUMBO,5/10/2020
2220,T000010,UIS,5/10/2020
2221,T000010,UL KIDS,5/10/2020
2222,T000010,U RIGHT,5/10/2020
2223,T000010,VAVA,5/10/2020
2224,T000010,VENESSA,5/10/2020
2225,T000010,VENNY,5/10/2020
2226,T000010,VIRON,5/10/2020
2227,T000010,W2000,5/10/2020
2228,T000010,WADIMOR,5/10/2020
2229,T000010,WENDY,5/10/2020
2230,T000010,WINPU,5/10/2020
2231,T000010,WINS COLLECTION,5/10/2020
2232,T000010,WINTOP,5/10/2020
2233,T000010,WONKA,5/10/2020
2234,T000010,XING FU NIAO,5/10/2020
2235,T000010,XO,5/10/2020
2236,T000010,YALE,5/10/2020
2237,T000010,YEFFA,5/10/2020
2238,T000010,YOUR BEST,5/10/2020
2239,T000010,YS,5/10/2020
2240,T000010,YUJIANGJUN,5/10/2020
2241,T000010,YUTIND,5/10/2020
2242,T000010,ZABRAN,5/10/2020
2243,T000010,ZAYNA,5/10/2020
2244,T000010,ZAZA,5/10/2020
2245,T000010,ZUCCHINI,5/10/2020
2246,T000011,3 PANK,5/11/2020
2247,T000011,ADIYAT,5/11/2020
2248,T000011,AG,5/11/2020
2249,T000011,AGREE,5/11/2020
2250,T000011,AGREE KIDS,5/11/2020
2251,T000011,AKBAR,5/11/2020
2252,T000011,ALENA,5/11/2020
2253,T000011,ALFA,5/11/2020
2254,T000011,ALFINA,5/11/2020
2255,T000011,ALGIM,5/11/2020
2256,T000011,AL HUDA,5/11/2020
2257,T000011,ALISAN,5/11/2020
2258,T000011,ALKALINE,5/11/2020
2259,T000011,AL LUTHFI,5/11/2020
2260,T000011,AS SYAFIQ,5/11/2020
2261,T000011,AYURA,5/11/2020
2262,T000011,AYYASH,5/11/2020
2263,T000011,B3,5/11/2020
2264,T000011,BABY BABY,5/11/2020
2265,T000011,BASTOH,5/11/2020
2266,T000011,BELLE,5/11/2020
2267,T000011,BINA KIDS,5/11/2020
2268,T000011,BLACKLINE,5/11/2020
2269,T000011,BLESSING,5/11/2020
2270,T000011,BOB BILL,5/11/2020
2271,T000011,BOMAN,5/11/2020
2272,T000011,BOMBI,5/11/2020
2273,T000011,BOM KIDS,5/11/2020
2274,T000011,BOSHA,5/11/2020
2275,T000011,BUTERFLAY,5/11/2020
2276,T000011,CAMOMILE,5/11/2020
2277,T000011,CAMPUR,5/11/2020
2278,T000011,C & C,5/11/2020
2279,T000011,CENELEA,5/11/2020
2280,T000011,CHENPING,5/11/2020
2281,T000011,CHOCOLATE,5/11/2020
2282,T000011,CHRISTA,5/11/2020
2283,T000011,CICI CACA,5/11/2020
2284,T000011,CITRA AGUNG,5/11/2020
2285,T000011,CITRA MUSLIM,5/11/2020
2286,T000011,C & J,5/11/2020
2287,T000011,COLLA BEAR,5/11/2020
2288,T000011,CONOVA,5/11/2020
2289,T000011,COTTON BAY,5/11/2020
2290,T000011,COUNTRI DOY,5/11/2020
2291,T000011,CR 8,5/11/2020
2292,T000011,CREATIVE ING,5/11/2020
2293,T000011,DANCUS,5/11/2020
2294,T000011,DARBEES,5/11/2020
2295,T000011,DAVICI,5/11/2020
2296,T000011,DAXICLAVE,5/11/2020
2297,T000011,D & C,5/11/2020
2298,T000011,DCB,5/11/2020
2299,T000011,DIVES,5/11/2020
2300,T000011,DJ KIDS,5/11/2020
2301,T000011,DOMINO,5/11/2020
2302,T000011,D ONE,5/11/2020
2303,T000011,DRAKAR,5/11/2020
2304,T000011,D & S,5/11/2020
2305,T000011,DTC,5/11/2020
2306,T000011,DUCHIES,5/11/2020
2307,T000011,DVL,5/11/2020
2308,T000011,EDIBLE CRAB,5/11/2020
2309,T000011,EL NIA,5/11/2020
2310,T000011,ENDLESS,5/11/2020
2311,T000011,ESCORT,5/11/2020
2312,T000011,EXPLOSION,5/11/2020
2313,T000011,EXXE,5/11/2020
2314,T000011,FAALKA,5/11/2020
2315,T000011,FACHAI,5/11/2020
2316,T000011,FASEN,5/11/2020
2317,T000011,FASEN,5/11/2020
2318,T000011,FILI MILI,5/11/2020
2319,T000011,F ONE,5/11/2020
2320,T000011,GELSI,5/11/2020
2321,T000011,GEN LUIS,5/11/2020
2322,T000011,GOLDEN NICK,5/11/2020
2323,T000011,GREAT MALE,5/11/2020
2324,T000011,GT MAN,5/11/2020
2325,T000011,GUNUNG GEDE,5/11/2020
2326,T000011,GUPA,5/11/2020
2327,T000011,HAMSTER,5/11/2020
2328,T000011,HERRA,5/11/2020
2329,T000011,HERSEASON,5/11/2020
2330,T000011,HING S,5/11/2020
2331,T000011,HJ,5/11/2020
2332,T000011,HMV,5/11/2020
2333,T000011,HOK HU,5/11/2020
2334,T000011,HONGKONG,5/11/2020
2335,T000011,HU 68,5/11/2020
2336,T000011,IGNITE,5/11/2020
2337,T000011,ILUHFA,5/11/2020
2338,T000011,IMPORT,5/11/2020
2339,T000011,INACO 3 IN 1,5/11/2020
2340,T000011,INCOME,5/11/2020
2341,T000011,IN GLAD,5/11/2020
2342,T000011,INTRICT,5/11/2020
2343,T000011,INVITE,5/11/2020
2344,T000011,IOL,5/11/2020
2345,T000011,ISBATH,5/11/2020
2346,T000011,JHONY,5/11/2020
2347,T000011,JINGLE,5/11/2020
2348,T000011,JONEAA,5/11/2020
2349,T000011,JUFITA,5/11/2020
2350,T000011,JUNYIP,5/11/2020
2351,T000011,JUSTIN KIDS,5/11/2020
2352,T000011,KALYA,5/11/2020
2353,T000011,KANTONG BELANJA,5/11/2020
2354,T000011,KENCANA UNGU,5/11/2020
2355,T000011,KENDY,5/11/2020
2356,T000011,KENTRIDGE,5/11/2020
2357,T000011,KERTAS REGISTER,5/11/2020
2358,T000011,KIDDO,5/11/2020
2359,T000011,KIDO,5/11/2020
2360,T000011,KIKI LILI,5/11/2020
2361,T000011,KOPRAL,5/11/2020
2362,T000011,KUKU DUCK,5/11/2020
2363,T000011,LEEKEP,5/11/2020
2364,T000011,LEMON,5/11/2020
2365,T000011,LENGKONG,5/11/2020
2366,T000011,LEXI,5/11/2020
2367,T000011,LEXI KIDS,5/11/2020
2368,T000011,LF ALFINA,5/11/2020
2369,T000011,L HOMME,5/11/2020
2370,T000011,LIASON,5/11/2020
2371,T000011,LIESUN,5/11/2020
2372,T000011,LIN,5/11/2020
2373,T000011,LION,5/11/2020
2374,T000011,LIS,5/11/2020
2375,T000011,LOGIM,5/11/2020
2376,T000011,LOLYPOP,5/11/2020
2377,T000011,LUSTY BUNNY,5/11/2020
2378,T000011,LYDYLY,5/11/2020
2379,T000011,M231,5/11/2020
2380,T000011,M33,5/11/2020
2381,T000011,MAMBO,5/11/2020
2382,T000011,MAMMON,5/11/2020
2383,T000011,M&B,5/11/2020
2384,T000011,MEILY,5/11/2020
2385,T000011,MICHELLA,5/11/2020
2386,T000011,MIKA MORA,5/11/2020
2387,T000011,MIKHA,5/11/2020
2388,T000011,MIR,5/11/2020
2389,T000011,MOMGIFT,5/11/2020
2390,T000011,MOON GIRL,5/11/2020
2391,T000011,MORADEZ,5/11/2020
2392,T000011,MORATTA,5/11/2020
2393,T000011,MRS CHOCOLATE,5/11/2020
2394,T000011,MUTIA,5/11/2020
2395,T000011,MY CHERRY BLOSSOM,5/11/2020
2396,T000011,MY SISTA,5/11/2020
2397,T000011,M ZONE,5/11/2020
2398,T000011,NARDO,5/11/2020
2399,T000011,NATHANIAH,5/11/2020
2400,T000011,NAVARO,5/11/2020
2401,T000011,NEW B,5/11/2020
2402,T000011,OCEAN,5/11/2020
2403,T000011,OKIYO,5/11/2020
2404,T000011,OPTION,5/11/2020
2405,T000011,OUTCLASS,5/11/2020
2406,T000011,OZONELINE,5/11/2020
2407,T000011,PAPANDA,5/11/2020
2408,T000011,PASSHOP,5/11/2020
2409,T000011,PIERE NADIN,5/11/2020
2410,T000011,PIGANO,5/11/2020
2411,T000011,PINSON,5/11/2020
2412,T000011,PIRAMID,5/11/2020
2413,T000011,PLAYBOYS,5/11/2020
2414,T000011,PLAY HOUS CLUB,5/11/2020
2415,T000011,POLAR,5/11/2020
2416,T000011,PUBLIC,5/11/2020
2417,T000011,PUMPKIN,5/11/2020
2418,T000011,QHAELA,5/11/2020
2419,T000011,QUEEN,5/11/2020
2420,T000011,RECOMENT,5/11/2020
2421,T000011,REDZONE,5/11/2020
2422,T000011,RELVIN,5/11/2020
2423,T000011,RIA JAYA,5/11/2020
2424,T000011,ROXELD,5/11/2020
2425,T000011,SCELTA,5/11/2020
2426,T000011,SEASON,5/11/2020
2427,T000011,SELICA,5/11/2020
2428,T000011,SEM,5/11/2020
2429,T000011,SENKONG,5/11/2020
2430,T000011,SHAKIRA,5/11/2020
2431,T000011,SIAUSAN,5/11/2020
2432,T000011,SIDU 38,5/11/2020
2433,T000011,SILKY,5/11/2020
2434,T000011,SIMIQI,5/11/2020
2435,T000011,SINAR MAKMUR,5/11/2020
2436,T000011,SINFUNG,5/11/2020
2437,T000011,SINTA THALIA,5/11/2020
2438,T000011,SKYGEN,5/11/2020
2439,T000011,SMART BABY,5/11/2020
