id_data,id_transaksi,item,tanggal
836,T000361,Tawar Kupas Kulit,
837,T000361,Tawar Besar,
838,T000362,Tawar Kupas Kulit,
839,T000362,Tawar Casino,
840,T000363,Tawar Kismis,
841,T000363,Tawar Kupas Kulit,
842,T000364,Roti Jagung,
843,T000364,Roti Kelapa Inti,
844,T000365,Roti Coffee,
845,T000365,Roti Cokelat Dream,
846,T000366,Roti Custrad,
847,T000366,Roti Kacang Cokelat,
848,T000367,Roti Polo Cokelat,
849,T000367,Roti Kelapa,
850,T000368,Tawar Besar,
851,T000368,Tawar Kupas Kulit,
852,T000369,Roti Sardencis,
853,T000369,Roti Mocca,
854,T000370,Roti Kelapa,
855,T000370,Roti Keju Manis,
856,T000371,Roti Nenas,
857,T000371,Roti Ayam Bakso,
858,T000372,Tawar Kupas Kulit,
859,T000372,Tawar Casino,
860,T000373,Roti Mocca,
861,T000373,Roti Nenas,
862,T000374,Tawar Kismis,
863,T000374,Tawar Gandum,
864,T000375,Tawar Besar,
865,T000375,Tawar Casino,
866,T000376,Roti Srikaya,
867,T000376,Roti Ayam Bakso,
868,T000377,Roti Panggang,
869,T000377,Roti Jagung,
870,T000378,Roti Cokelat Dream,
871,T000378,Roti Abon Ayam,
872,T000379,Roti Melon,
873,T000379,Roti Kelapa Inti,
874,T000380,Roti Coffee,
875,T000380,Roti Polo Cokelat,
876,T000381,Tawar Besar,
877,T000381,Tawar Kupas Kulit,
878,T000382,Tawar Kupas Kulit,
879,T000382,Tawar Casino,
880,T000383,Croissant Cokelat,
881,T000383,Croissant Butter,
882,T000384,Roti Coffee,
883,T000384,Roti Mocca,
884,T000384,Roti Srikaya,
885,T000385,Roti Melon,
886,T000385,Roti Polo Cokelat,
887,T000386,Tawar Kupas Kulit,
888,T000386,Tawar Besar,
889,T000387,Roti Sisir,
890,T000387,Roti Mocca,
891,T000388,Tawar Besar,
892,T000388,Tawar Kupas Kulit,
893,T000389,American Cheese,
894,T000389,American Bread,
895,T000390,Tawar Kupas Kulit,
896,T000390,Tawar Kecil,
897,T000391,Roti Tuna,
898,T000391,Roti Kelapa Inti,
899,T000391,Roti Ayam Lemper,
900,T000392,Flax Sead,
901,T000392,American Cheese,
902,T000393,Tawar Kismis,
903,T000393,Tawar Gandum,
904,T000394,Tawar Kupas Kulit,
905,T000394,Tawar Besar,
906,T000395,Tawar Kecil,
907,T000395,Tawar Casino,
908,T000396,Tawar Besar,
909,T000396,Tawar Kecil,
910,T000397,American Cheese,
911,T000397,American Bread,
912,T000398,Roti Tuna,
913,T000398,Roti Kari Ayam,
914,T000399,Roti Pisang Cokelat,
915,T000399,Roti Abon Ayam,
916,T000400,Tawar Gandum,
917,T000400,Tawar Kupas Kulit,
918,T000401,Flax Sead,
919,T000401,American Cheese,
920,T000402,Croissant Cokelat,
921,T000402,Danis Kismis,
922,T000403,Tawar Kupas Kulit,
923,T000403,Tawar Besar,
924,T000404,Roti Srikaya,
925,T000404,Roti Polo Cokelat,
926,T000405,Roti Kacang Merah,
927,T000405,Roti Abon Ayam,
928,T000406,Roti Tuna,
929,T000406,Roti Kari Ayam,
930,T000407,Roti Burger,
931,T000407,Roti Hotdog,
932,T000408,Croissant Butter,
933,T000408,Danis Kismis,
934,T000409,Tawar Keju Cokelat,
935,T000409,Tawar Besar,
936,T000410,Tawar Besar,
937,T000410,Tawar Kecil,
938,T000411,Tawar Kupas Kulit,
939,T000411,Tawar Gandum,
940,T000412,Tawar Keju Cokelat,
941,T000412,Tawar Kismis,
942,T000413,Tawar Morning,
943,T000413,Tawar Besar,
944,T000414,Flax Sead,
945,T000414,American Cheese,
946,T000415,Tawar Besar,
947,T000415,Tawar Kupas Kulit,
948,T000416,Tawar Kupas Kulit,
949,T000416,Tawar Casino,
950,T000417,Croissant Butter,
951,T000417,Croissant Cokelat,
952,T000418,Roti Coffee,
953,T000418,Roti Mocca,
954,T000418,Roti Srikaya,
955,T000419,Roti Melon,
956,T000419,Roti Polo Cokelat,
957,T000420,Tawar Kupas Kulit,
958,T000420,Tawar Besar,
959,T000421,Roti Sisir,
960,T000421,Roti Mocca,
961,T000422,Roti Pisang Cokelat,
962,T000422,Roti Abon Ayam,
963,T000423,Tawar Gandum,
964,T000423,Tawar Kupas Kulit,
965,T000424,Flax Sead,
966,T000424,American Cheese,
967,T000425,Croissant Cokelat,
968,T000425,Danis Kismis,
969,T000426,Tawar Kupas Kulit,
970,T000426,Tawar Besar,
971,T000427,Roti Srikaya,
972,T000427,Roti Polo Cokelat,
973,T000428,Tawar Kupas Kulit,
974,T000428,Tawar Besar,
975,T000429,Tawar Kecil,
976,T000429,Tawar Casino,
977,T000430,Tawar Besar,
978,T000430,Tawar Kecil,
979,T000431,American Cheese,
980,T000431,American Bread,
981,T000432,Flax Sead,
982,T000432,American Cheese,
983,T000433,Roti Ayam Lemper,
984,T000433,Roti Mocca,
985,T000434,Roti Coffee,
986,T000434,Roti Nenas,
987,T000434,Roti Srikaya,
988,T000435,Roti Melon,
989,T000435,Roti Kacang Cokelat,
990,T000436,Roti Custrad,
991,T000436,Roti Kacang Merah,
992,T000437,Tawar Besar,
993,T000437,Tawar Kupas Kulit,
994,T000438,Roti Mocca,
995,T000438,Roti Srikaya,
996,T000439,Roti Sisir,
997,T000439,Tawar Kismis,
998,T000440,American Cheese,
999,T000440,American Bread,
1000,T000441,Croissant Cokelat,
1001,T000441,Croissant Butter,
1002,T000442,Tawar Gandum,
1003,T000442,Tawar Kismis,
1004,T000443,Roti Kelapa Inti,
1005,T000443,Roti Mocca,
1006,T000444,Roti Sisir,
1007,T000444,Roti Panggang,
1008,T000445,Tawar Keju Cokelat,
1009,T000445,Roti Keju Manis,
1010,T000446,Tawar Kupas Kulit,
1011,T000446,Tawar Casino,
1012,T000447,Roti Mocca,
1013,T000447,Roti Nenas,
1014,T000447,Roti Kari Ayam,
1015,T000448,Roti Cokelat Dream,
1016,T000448,Roti Keju Manis,
1017,T000448,Roti Kelapa,
1018,T000449,Roti Pisang Cokelat,
1019,T000449,Roti Kelapa Inti,
1020,T000450,Roti Sisir,
1021,T000450,Roti Abon Ayam,
1022,T000451,Tawar Gandum,
1023,T000451,Tawar Kismis,
1024,T000452,Tawar Keju Cokelat,
1025,T000452,Roti Keju Manis,
1026,T000453,American Bread,
1027,T000453,Flax Sead,
1028,T000454,Roti Cokelat Chips,
1029,T000454,Roti Kelapa,
1030,T000454,Roti Ayam Lemper,
1031,T000455,Tawar Besar,
1032,T000455,Tawar Kecil,
1033,T000456,Tawar Kupas Kulit,
1034,T000456,Tawar Gandum,
1035,T000457,Tawar Keju Cokelat,
1036,T000457,Tawar Kismis,
1037,T000458,Tawar Morning,
1038,T000458,Tawar Besar,
1039,T000459,Roti Keju Manis,
1040,T000459,Roti Coffee,
1041,T000460,Roti Bluberry,
1042,T000460,Roti Melon,
1043,T000460,Roti Polo Cokelat,
1044,T000461,Roti Panggang,
1045,T000461,Roti Keju Manis,
1046,T000462,American Cheese,
1047,T000462,American Bread,
1048,T000463,Roti Kacang Merah,
1049,T000463,Roti Kari Ayam,
1050,T000464,Roti Abon Ayam,
1051,T000464,Roti Melon,
1052,T000465,Roti Kacang Cokelat,
1053,T000465,Tawar Kupas Kulit,
1054,T000466,Roti Sisir,
1055,T000466,Roti Abon Ayam,
1056,T000467,Roti Custrad,
1057,T000467,Roti Sardencis,
1058,T000468,Roti Burger,
1059,T000468,Roti Hotdog,
1060,T000469,Tawar Besar,
1061,T000469,Tawar Kecil,
1062,T000470,Tawar Kupas Kulit,
1063,T000470,Tawar Gandum,
1064,T000471,Tawar Keju Cokelat,
1065,T000471,Tawar Kismis,
1066,T000472,Tawar Morning,
1067,T000472,Tawar Besar,
1068,T000473,Roti Keju Manis,
1069,T000473,Roti Coffee,
1070,T000474,Roti Bluberry,
1071,T000474,Roti Melon,
1072,T000474,Roti Polo Cokelat,
1073,T000475,Tawar Besar,
1074,T000475,Tawar Kecil,
1075,T000476,Tawar Kupas Kulit,
1076,T000476,Tawar Gandum,
1077,T000477,Tawar Keju Cokelat,
1078,T000477,Tawar Kismis,
1079,T000478,Roti Sisir,
1080,T000478,Roti Abon Ayam,
1081,T000479,Roti Custrad,
1082,T000479,Roti Sardencis,
1083,T000480,Roti Burger,
1084,T000480,Roti Hotdog,
1085,T000481,Tawar Besar,
1086,T000481,Tawar Kecil,
1087,T000482,Tawar Kupas Kulit,
1088,T000482,Tawar Gandum,
1089,T000483,Tawar Keju Cokelat,
1090,T000483,Tawar Kismis,
1091,T000484,Tawar Morning,
1092,T000484,Tawar Besar,
1093,T000485,Roti Keju Manis,
1094,T000485,Roti Coffee,
1095,T000486,Roti Bluberry,
1096,T000486,Roti Melon,
1097,T000486,Roti Polo Cokelat,
1098,T000487,Tawar Besar,
1099,T000487,Tawar Kecil,
1100,T000488,Tawar Kupas Kulit,
1101,T000488,Tawar Gandum,
1102,T000489,Tawar Keju Cokelat,
1103,T000489,Tawar Kismis,
1104,T000490,Tawar Morning,
1105,T000490,Tawar Besar,
1106,T000491,American Cheese,
1107,T000491,Flax Sead,
1108,T000492,Croissant Butter,
1109,T000492,Danis Kismis,
1110,T000493,Roti Srikaya,
1111,T000493,Roti Mocca,
1112,T000494,Roti Kacang Cokelat,
1113,T000494,Roti Nenas,
1114,T000495,Roti Cokelat Dream,
1115,T000495,Roti Abon Ayam,
1116,T000496,Roti Srikaya,
1117,T000496,Roti Sardencis,
1118,T000496,Roti Coffee,
1119,T000497,Roti Kacang Merah,
1120,T000497,Roti Custrad,
1121,T000498,Roti Melon,
1122,T000498,Roti Polo Cokelat,
1123,T000499,Tawar Keju Cokelat,
1124,T000499,Tawar Kismis,
1125,T000500,Tawar Besar,
1126,T000500,Tawar Kupas Kulit,
1127,T000501,Tawar Casino,
1128,T000501,Tawar Kecil,
1129,T000502,American Cheese,
1130,T000502,American Bread,
1131,T000503,Tawar Kupas Kulit,
1132,T000503,Tawar Kecil,
1133,T000504,Tawar Kismis,
1134,T000504,Tawar Keju Cokelat,
1135,T000505,Croissant Cokelat,
1136,T000505,Danis Kismis,
1137,T000506,Roti Kelapa Inti,
1138,T000506,Roti Mocca,
1139,T000507,Roti Sisir,
1140,T000507,Roti Panggang,
1141,T000508,Tawar Kupas Kulit,
1142,T000508,Tawar Besar,
1143,T000509,Tawar Keju Cokelat,
1144,T000509,Tawar Kismis,
1145,T000510,Croissant Butter,
1146,T000510,Danis Kismis,
1147,T000511,American Cheese,
1148,T000511,American Bread,
1149,T000512,Tawar Kupas Kulit,
1150,T000512,Tawar Kecil,
1151,T000513,Roti Tuna,
1152,T000513,Roti Kelapa Inti,
1153,T000513,Roti Ayam Lemper,
1154,T000514,Flax Sead,
1155,T000514,American Cheese,
1156,T000515,Tawar Kismis,
1157,T000515,Tawar Gandum,
1158,T000516,Tawar Kupas Kulit,
1159,T000516,Tawar Besar,
1160,T000517,Tawar Kecil,
1161,T000517,Tawar Casino,
1162,T000518,Tawar Besar,
1163,T000518,Tawar Kecil,
1164,T000519,American Cheese,
1165,T000519,American Bread,
1166,T000520,Flax Sead,
1167,T000520,American Bread,
1168,T000521,Roti Abon Ayam,
1169,T000521,Roti Mocca,
1170,T000522,Roti Kelapa,
1171,T000522,Roti Srikaya,
1172,T000522,Roti Coffee,
1173,T000523,Roti Burger,
1174,T000523,Roti Hotdog,
1175,T000524,Croissant Butter,
1176,T000524,Danis Kismis,
1177,T000525,Tawar Keju Cokelat,
1178,T000525,Tawar Besar,
1179,T000526,Roti Melon,
1180,T000526,Roti Polo Cokelat,
1181,T000527,Tawar Kupas Kulit,
1182,T000527,Tawar Besar,
1183,T000528,Roti Sisir,
1184,T000528,Roti Mocca,
1185,T000529,Roti Panggang,
1186,T000529,Roti Cokelat Dream,
1187,T000530,Roti Kelapa,
1188,T000530,Roti Sardencis,
1189,T000531,Tawar Kupas Kulit,
1190,T000531,Tawar Besar,
1191,T000532,Tawar Keju Cokelat,
1192,T000532,Tawar Kismis,
1193,T000533,Croissant Butter,
1194,T000533,Danis Kismis,
1195,T000534,American Cheese,
1196,T000534,American Bread,
1197,T000535,Tawar Kupas Kulit,
1198,T000535,Tawar Kecil,
1199,T000536,Roti Tuna,
1200,T000536,Roti Kelapa Inti,
1201,T000536,Roti Ayam Lemper,
1202,T000537,Flax Sead,
1203,T000537,American Cheese,
1204,T000538,Tawar Kismis,
1205,T000538,Tawar Gandum,
1206,T000539,Tawar Kupas Kulit,
1207,T000539,Tawar Besar,
1208,T000540,Tawar Kecil,
1209,T000540,Tawar Casino,
1210,T000541,Tawar Besar,
1211,T000541,Tawar Kecil,
1212,T000542,American Cheese,
1213,T000542,American Bread,
1214,T000543,Roti Melon,
1215,T000543,Roti Polo Cokelat,
1216,T000544,Tawar Kupas Kulit,
1217,T000544,Tawar Besar,
1218,T000545,Roti Sisir,
1219,T000545,Roti Mocca,
1220,T000546,Roti Panggang,
1221,T000546,Roti Cokelat Dream,
1222,T000547,Roti Kelapa,
1223,T000547,Roti Sardencis,
1224,T000548,Roti Tuna,
1225,T000548,Roti Kari Ayam,
1226,T000549,Roti Melon,
1227,T000549,Roti Polo Cokelat,
1228,T000550,Tawar Kupas Kulit,
1229,T000550,Tawar Besar,
1230,T000551,Tawar Gandum,
1231,T000551,Tawar Kismis,
1232,T000552,Tawar Keju Cokelat,
1233,T000552,Roti Keju Manis,
1234,T000553,Roti Cokelat Dream,
1235,T000553,Roti Keju Manis,
1236,T000553,Roti Kelapa,
1237,T000554,Roti Pisang Cokelat,
1238,T000554,Roti Kelapa Inti,
1239,T000555,Tawar Keju Cokelat,
1240,T000555,Tawar Kismis,
1241,T000556,Croissant Butter,
1242,T000556,Danis Kismis,
1243,T000557,American Cheese,
1244,T000557,American Bread,
1245,T000558,Tawar Kupas Kulit,
1246,T000558,Tawar Kecil,
1247,T000559,Tawar Keju Cokelat,
1248,T000559,Roti Keju Manis,
1249,T000560,Tawar Kupas Kulit,
1250,T000560,Tawar Casino,
1251,T000561,Roti Nenas,
1252,T000561,Roti Kari Ayam,
1253,T000562,Roti Cokelat Dream,
1254,T000562,Roti Kelapa,
1255,T000563,Tawar Kismis,
1256,T000563,Tawar Gandum,
1257,T000564,Roti Mocca,
1258,T000564,Roti Abon Ayam,
1259,T000565,Roti Cokelat Chips,
1260,T000565,Roti Coffee,
1261,T000566,Tawar Keju Cokelat,
1262,T000566,Tawar Kismis,
1263,T000567,Tawar Besar,
1264,T000567,Tawar Kecil,
1265,T000568,Roti Kelapa,
1266,T000568,Roti Ayam Lemper,
1267,T000568,Roti Coffee,
1268,T000569,Roti Burger,
1269,T000569,Roti Hotdog,
1270,T000570,Tawar Kupas Kulit,
1271,T000570,Tawar Besar,
1272,T000571,Tawar Keju Cokelat,
1273,T000571,Tawar Gandum,
1274,T000572,Tawar Casino,
1275,T000572,Tawar Besar,
1276,T000573,Roti Mocca,
1277,T000573,Roti Cokelat Chips,
1278,T000574,Roti Bluberry,
1279,T000574,Roti Melon,
1280,T000574,Roti Polo Cokelat,
1281,T000575,Croissant Butter,
1282,T000575,Croissant Cokelat,
1283,T000575,Danis Kismis,
1284,T000576,American Cheese,
1285,T000576,American Bread,
1286,T000577,Roti Custrad,
1287,T000577,Roti Kari Ayam,
1288,T000578,Roti Abon Ayam,
1289,T000578,Roti Polo Cokelat,
1290,T000579,Roti Nenas,
1291,T000579,Tawar Keju Cokelat,
1292,T000580,Roti Abon Ayam,
1293,T000580,Roti Kacang Merah,
1294,T000581,Roti Kacang Cokelat,
1295,T000581,Roti Custrad,
1296,T000582,Roti Burger,
1297,T000582,Roti Hotdog,
1298,T000583,Tawar Kismis,
1299,T000583,Tawar Keju Cokelat,
1300,T000584,Tawar Kupas Kulit,
1301,T000584,Tawar Kismis,
1302,T000585,Tawar Kupas Kulit,
1303,T000585,Tawar Besar,
1304,T000586,American Cheese,
1305,T000586,American Bread,
1306,T000587,American Cheese,
1307,T000587,Flax Sead,
1308,T000588,Tawar Gandum,
1309,T000588,Tawar Kismis,
1310,T000589,Roti Mocca,
1311,T000589,Roti Nenas,
1312,T000589,Roti Coffee,
1313,T000590,Roti Sisir,
1314,T000590,Tawar Keju Cokelat,
1315,T000591,Tawar Kupas Kulit,
1316,T000591,Tawar Besar,
1317,T000592,Tawar Kecil,
1318,T000592,Tawar Besar,
1319,T000593,Croissant Butter,
1320,T000593,Danis Kismis,
1321,T000594,Tawar Kupas Kulit,
1322,T000594,Tawar Kecil,
1323,T000595,Tawar Kupas Kulit,
1324,T000595,Tawar Kecil,
1325,T000596,Roti Tuna,
1326,T000596,Roti Ayam Lemper,
1327,T000597,Roti Abon Ayam,
1328,T000597,Roti Mocca,
1329,T000598,Tawar Kismis,
1330,T000598,Tawar Gandum,
1331,T000599,Tawar Besar,
1332,T000599,Tawar Kupas Kulit,
1333,T000600,Tawar Kecil,
1334,T000600,Tawar Besar,
1335,T000601,Tawar Kecil,
1336,T000601,Tawar Casino,
1337,T000602,Roti Abon Ayam,
1338,T000602,Roti Keju Manis,
1339,T000603,Flax Sead,
1340,T000603,american cheese,
1341,T000604,Roti Abon Ayam,
1342,T000604,Roti Nenas,
1343,T000605,Roti Kelapa,
1344,T000605,Roti Srikaya,
1345,T000605,Roti Coffee,
1346,T000606,Tawar Kismis,
1347,T000606,Tawar Besar,
1348,T000607,Tawar Kupas Kulit,
1349,T000607,Tawar Kecil,
1350,T000608,Roti Cokelat,
1351,T000608,Roti Polo Cokelat,
1352,T000608,Roti Srikaya,
1353,T000609,Roti Sisir,
1354,T000609,Roti Kacang Merah,
1355,T000610,Roti Abon Ayam,
1356,T000610,Roti Mocca,
1357,T000610,Roti Nenas,
1358,T000611,Croissant Cokelat,
1359,T000611,Danis Kismis,
1360,T000612,Roti Tuna,
1361,T000612,Roti Kari Ayam,
1362,T000613,Roti Cokelat,
1363,T000613,Roti Nenas,
1364,T000613,Roti Kari Ayam,
1365,T000614,Roti Abon Ayam,
1366,T000614,Roti Mocca,
1367,T000615,Tawar Besar,
1368,T000615,Tawar Kupas Kulit,
1369,T000616,Tawar Kupas Kulit,
1370,T000616,Tawar Kecil,
1371,T000617,Tawar Keju Cokelat,
1372,T000617,Roti Sisir,
1373,T000618,Roti Mocca,
1374,T000618,Roti Srikaya,
1375,T000619,Roti Melon,
1376,T000619,Roti Polo Cokelat,
1377,T000620,Tawar Kupas Kulit,
1378,T000620,Tawar Besar,
1379,T000621,Roti Sisir,
1380,T000621,Roti Keju Manis,
1381,T000622,Roti Mocca,
1382,T000622,Roti Cokelat Dream,
1383,T000623,Roti Kelapa,
1384,T000623,Roti Abon Ayam,
1385,T000624,Roti Mocca,
1386,T000624,Roti Kari Ayam,
1387,T000625,Roti Pisang Cokelat,
1388,T000625,Roti Melon,
1389,T000626,Tawar Besar,
1390,T000626,Tawar Kupas Kulit,
1391,T000627,Croissant Cokelat,
1392,T000627,Danis Kismis,
1393,T000628,Flax Sead,
1394,T000628,american cheese,
1395,T000629,Tawar Besar,
1396,T000629,Tawar Kupas Kulit,
1397,T000630,Tawar Kupas Kulit,
1398,T000630,Tawar Casino,
1399,T000631,Croissant Butter,
1400,T000631,Croissant Cokelat,
1401,T000632,Roti Coffee,
1402,T000632,Roti Mocca,
1403,T000632,Roti Srikaya,
1404,T000633,Roti Melon,
1405,T000633,Roti Polo Cokelat,
1406,T000634,Tawar Kupas Kulit,
1407,T000634,Tawar Besar,
1408,T000635,Roti Sisir,
1409,T000635,Roti Mocca,
1410,T000636,Roti Panggang,
1411,T000636,Roti Cokelat Dream,
1412,T000637,Roti Kelapa,
1413,T000637,Roti Sardencis,
1414,T000638,Roti Tuna,
1415,T000638,Roti Kari Ayam,
1416,T000639,Roti Pisang Cokelat,
1417,T000639,Roti Abon Ayam,
1418,T000640,Tawar Gandum,
1419,T000640,Tawar Kupas Kulit,
1420,T000641,Flax Sead,
1421,T000641,american cheese,
1422,T000642,Croissant Cokelat,
1423,T000642,Danis Kismis,
1424,T000643,Tawar Kupas Kulit,
1425,T000643,Tawar Besar,
1426,T000644,Roti Srikaya,
1427,T000644,Roti Polo Cokelat,
1428,T000645,Roti Kacang Merah,
1429,T000645,Roti Abon Ayam,
1430,T000646,Roti Cokelat,
1431,T000646,Roti Mocca,
1432,T000647,Roti Coffee,
1433,T000647,Roti Mocca,
1434,T000647,Roti Srikaya,
1435,T000648,Roti Burger,
1436,T000648,Roti Hotdog,
1437,T000649,Croissant Butter,
1438,T000649,Croissant Cokelat,
1439,T000650,Roti Pisang Cokelat,
1440,T000650,Roti Melon,
1441,T000651,Tawar Besar,
1442,T000651,Tawar Kupas Kulit,
1443,T000652,Flax Sead,
1444,T000652,american cheese,
1445,T000653,Croissant Cokelat,
1446,T000653,Danis Kismis,
1447,T000654,Roti Mocca,
1448,T000654,Roti Kelapa Inti,
1449,T000654,Roti Keju Manis,
1450,T000655,Roti Coffee,
1451,T000655,Roti Cokelat Dream,
1452,T000656,Roti Custrad,
1453,T000656,Roti Kacang Cokelat,
1454,T000657,Roti Nenas,
1455,T000657,Roti Kelapa,
1456,T000658,Tawar Besar,
1457,T000658,Tawar Casino,
1458,T000659,Roti Kelapa,
1459,T000659,Roti Mocca,
1460,T000660,Roti Cokelat Dream,
1461,T000660,Roti Abon Ayam,
1462,T000661,Roti Kelapa,
1463,T000661,Roti Keju Manis,
1464,T000662,Roti Nenas,
1465,T000662,Roti Kelapa Inti,
1466,T000663,Roti Mocca,
1467,T000663,Roti Nenas,
1468,T000663,Roti Kacang Cokelat,
1469,T000664,Tawar Kismis,
1470,T000664,Tawar Gandum,
1471,T000665,Tawar Besar,
1472,T000665,Tawar Casino,
1473,T000666,Tawar Kupas Kulit,
1474,T000666,Roti Kelapa,
1475,T000666,Roti Burger,
1476,T000667,Roti Panggang,
1477,T000667,Roti Kacang Cokelat,
1478,T000668,Tawar Casino,
1479,T000668,Tawar Besar,
1480,T000669,Roti Mocca,
1481,T000669,Roti Cokelat Chips,
1482,T000670,Tawar Kupas Kulit,
1483,T000670,Tawar Besar,
1484,T000671,american cheese,
1485,T000671,American Bread,
1486,T000672,Croissant Cokelat,
1487,T000672,Croissant Butter,
1488,T000673,Tawar Gandum,
1489,T000673,Tawar Kismis,
1490,T000674,Roti Kelapa Inti,
1491,T000674,Roti Mocca,
1492,T000675,Roti Sisir,
1493,T000675,Roti Panggang,
1494,T000676,Tawar Kupas Kulit,
1495,T000676,Tawar Besar,
1496,T000677,Tawar Keju Cokelat,
1497,T000677,Tawar Kismis,
1498,T000678,Croissant Butter,
1499,T000678,Danis Kismis,
1500,T000679,american cheese,
1501,T000679,American Bread,
1502,T000680,Tawar Kupas Kulit,
1503,T000680,Tawar Kecil,
1504,T000681,Roti Tuna,
1505,T000681,Roti Kelapa Inti,
1506,T000681,Roti Ayam Lemper,
1507,T000682,Flax Sead,
1508,T000682,american cheese,
1509,T000683,Tawar Kismis,
1510,T000683,Tawar Gandum,
1511,T000684,Tawar Kupas Kulit,
1512,T000684,Tawar Besar,
1513,T000685,Tawar Kecil,
1514,T000685,Tawar Casino,
1515,T000686,Tawar Besar,
1516,T000686,Tawar Kecil,
1517,T000687,american cheese,
1518,T000687,American Bread,
1519,T000688,Flax Sead,
1520,T000688,american cheese,
1521,T000689,Roti Abon Ayam,
1522,T000689,Roti Mocca,
1523,T000690,Roti Kelapa,
1524,T000690,Roti Srikaya,
1525,T000690,Roti Coffee,
1526,T000691,Roti Hotdog,
1527,T000691,Roti Burger,
1528,T000692,Croissant Butter,
1529,T000692,Danis Kismis,
1530,T000693,Tawar Keju Cokelat,
1531,T000693,Tawar Besar,
1532,T000694,Tawar Keju Cokelat,
1533,T000694,Roti Sisir,
1534,T000695,Roti Mocca,
1535,T000695,Roti Srikaya,
1536,T000696,Roti Melon,
1537,T000696,Roti Polo Cokelat,
1538,T000697,Tawar Kupas Kulit,
1539,T000697,Tawar Besar,
1540,T000698,Roti Sisir,
1541,T000698,Roti Keju Coklat,
1542,T000699,Roti Mocca,
1543,T000699,Roti Cokelat Dream,
1544,T000700,Roti Kelapa,
1545,T000700,Roti Abon Ayam,
1546,T000701,Roti Mocca,
1547,T000701,Roti Kari Ayam,
1548,T000702,Roti Pisang Cokelat,
1549,T000702,Roti Melon,
1550,T000703,Tawar Besar,
1551,T000703,Tawar Kupas Kulit,
1552,T000704,Flax Sead,
1553,T000704,american cheese,
1554,T000705,Croissant Cokelat,
1555,T000705,Danis Kismis,
1556,T000706,Tawar Kupas Kulit,
1557,T000706,Tawar Besar,
1558,T000707,Roti Sisir,
1559,T000707,Roti Polo Cokelat,
1560,T000708,Roti Kacang Cokelat,
1561,T000708,Roti Abon Ayam,
1562,T000709,Tawar Kupas Kulit,
1563,T000709,Tawar Casino,
1564,T000710,Roti Coffee,
1565,T000710,Roti Mocca,
1566,T000710,Roti Srikaya,
1567,T000711,Roti Abon Ayam,
1568,T000711,Roti Ayam Lemper,
1569,T000712,Danis Kismis,
1570,T000712,Croissant Cokelat,
1571,T000713,Tawar Kupas Kulit,
1572,T000713,Tawar Besar,
